(0.011808300395256932, 0.09)
(0.026648527528809307, 0.0)
(0.021980519480519378, 0.05)
(0.0315960597476177, 0.0)
(0.025203962703962635, 0.03)
(0.0315960597476177, 0.0)
(0.025203962703962635, 0.03)
(0.04104954034729302, 0.0)
(0.025203962703962635, 0.04)
(0.04726383951244273, 0.0)
(0.0372617821272212, 0.01)
(0.05034502405672314, 0.0)
(0.04354993597951329, 0.0)
(0.05285043169121373, 0.0)
(0.04354993597951329, 0.0)
(0.05285043169121373, 0.0)
(0.04354993597951329, 0.0)
(0.05285043169121373, 0.0)
(0.04354993597951329, 0.0)
(0.05285043169121373, 0.0)
(0.04354993597951329, 0.0)
(0.05285043169121373, 0.0)
(0.04354993597951329, 0.0)
(0.05285043169121373, 0.0)
(0.04354993597951329, 0.0)
(0.05285043169121373, 0.0)
(0.046667517875382925, 0.0)
(0.05591605469739169, 0.0)
(0.046667517875382925, 0.0)
(0.05591605469739169, 0.0)
(0.046667517875382925, 0.0)
(0.058964646464646386, 0.0)
(0.04976763432645781, 0.0)
(0.058964646464646386, 0.0)
(0.05285043169121373, 0.0)
(0.058964646464646386, 0.0)
(0.05285043169121373, 0.0)
(0.058964646464646386, 0.0)
(0.05285043169121373, 0.0)
(0.061996348526819456, 0.0)
(0.05285043169121373, 0.0)
(0.061996348526819456, 0.0)
(0.05285043169121373, 0.0)
(0.061996348526819456, 0.0)
(0.05285043169121373, 0.0)
(0.061996348526819456, 0.0)
(0.05285043169121373, 0.0)
(0.061996348526819456, 0.0)
(0.05285043169121373, 0.0)
(0.061996348526819456, 0.0)
(0.05285043169121373, 0.0)
(0.061996348526819456, 0.0)
(0.05285043169121373, 0.0)
(0.061996348526819456, 0.0)
(0.05285043169121373, 0.0)
(0.061996348526819456, 0.0)
(0.05591605469739169, 0.0)
(0.061996348526819456, 0.0)
(0.05591605469739169, 0.0)
(0.03845682792406624, 0.0)
(0.03378881987577631, 0.0)
(0.04340436014287463, 0.0)
(0.03701226309921957, 0.0)
(0.04340436014287463, 0.0)
(0.03701226309921957, 0.0)
(0.052857840742549955, 0.0)
(0.03701226309921957, 0.0)
(0.05907213990769966, 0.0)
(0.04907008252247813, 0.0)
(0.062153324451980074, 0.0)
(0.05535823637477022, 0.0)
(0.06465873208647066, 0.0)
(0.05535823637477022, 0.0)
(0.06465873208647066, 0.0)
(0.05535823637477022, 0.0)
(0.06465873208647066, 0.0)
(0.05535823637477022, 0.0)
(0.06465873208647066, 0.0)
(0.05535823637477022, 0.0)
(0.06465873208647066, 0.0)
(0.05535823637477022, 0.0)
(0.06465873208647066, 0.0)
(0.05535823637477022, 0.0)
(0.06465873208647066, 0.0)
(0.05847581827063986, 0.0)
(0.06772435509264862, 0.0)
(0.05847581827063986, 0.0)
(0.06772435509264862, 0.0)
(0.05847581827063986, 0.0)
(0.07077294685990332, 0.0)
(0.06157593472171474, 0.0)
(0.07077294685990332, 0.0)
(0.06465873208647066, 0.0)
(0.07077294685990332, 0.0)
(0.06465873208647066, 0.0)
(0.07077294685990332, 0.0)
(0.06465873208647066, 0.0)
(0.07380464892207639, 0.0)
(0.06465873208647066, 0.0)
(0.07380464892207639, 0.0)
(0.06465873208647066, 0.0)
(0.07380464892207639, 0.0)
(0.06465873208647066, 0.0)
(0.07380464892207639, 0.0)
(0.06465873208647066, 0.0)
(0.07380464892207639, 0.0)
(0.06465873208647066, 0.0)
(0.07380464892207639, 0.0)
(0.06465873208647066, 0.0)
(0.07380464892207639, 0.0)
(0.06465873208647066, 0.0)
(0.07380464892207639, 0.0)
(0.06465873208647066, 0.0)
(0.07380464892207639, 0.0)
(0.06772435509264862, 0.0)
(0.07380464892207639, 0.0)
(0.06772435509264862, 0.0)
(0.004668008048289929, 0.21)
(0.0049475322188083926, 0.09)
(0.0014445648248466725, 0.38)
(0.0049475322188083926, 0.19)
(0.0014445648248466725, 0.38)
(0.014401012818483716, 0.06)
(0.0014445648248466725, 0.47)
(0.020615311983633422, 0.01)
(0.010613254598411892, 0.16)
(0.023696496527913835, 0.01)
(0.01690140845070398, 0.05)
(0.02620190416240442, 0.0)
(0.01690140845070398, 0.05)
(0.02620190416240442, 0.0)
(0.01690140845070398, 0.05)
(0.02620190416240442, 0.0)
(0.01690140845070398, 0.05)
(0.02620190416240442, 0.0)
(0.01690140845070398, 0.05)
(0.02620190416240442, 0.0)
(0.01690140845070398, 0.05)
(0.02620190416240442, 0.0)
(0.01690140845070398, 0.05)
(0.02620190416240442, 0.0)
(0.020018990346573617, 0.03)
(0.029267527168582386, 0.0)
(0.020018990346573617, 0.03)
(0.029267527168582386, 0.0)
(0.020018990346573617, 0.03)
(0.03231611893583708, 0.01)
(0.023119106797648503, 0.01)
(0.03231611893583708, 0.01)
(0.02620190416240442, 0.02)
(0.03231611893583708, 0.01)
(0.02620190416240442, 0.02)
(0.03231611893583708, 0.01)
(0.02620190416240442, 0.02)
(0.03534782099801015, 0.0)
(0.02620190416240442, 0.02)
(0.03534782099801015, 0.0)
(0.02620190416240442, 0.02)
(0.03534782099801015, 0.0)
(0.02620190416240442, 0.02)
(0.03534782099801015, 0.0)
(0.02620190416240442, 0.02)
(0.03534782099801015, 0.0)
(0.02620190416240442, 0.02)
(0.03534782099801015, 0.0)
(0.02620190416240442, 0.02)
(0.03534782099801015, 0.0)
(0.02620190416240442, 0.02)
(0.03534782099801015, 0.0)
(0.02620190416240442, 0.02)
(0.03534782099801015, 0.0)
(0.029267527168582386, 0.01)
(0.03534782099801015, 0.0)
(0.029267527168582386, 0.01)
(0.009615540267098321, 0.07)
(0.0032234432234432564, 0.2)
(0.009615540267098321, 0.05)
(0.0032234432234432564, 0.2)
(0.019069020866773645, 0.01)
(0.0032234432234432564, 0.23)
